Tweet,Keyword,tweet_lowercase
Ministry terms fuel crisis an ‘emergency’  ,emergency,ministry terms fuel crisis an ‘emergency’  
Dr Govinda KC had reached the emergency ward of the hospital this morning after difficulties on his chest ,emergency,dr govinda kc had reached the emergency ward of the hospital this morning after difficulties on his chest 
NA aircraft makes emergency landing in Malaysia ,emergency,na aircraft makes emergency landing in malaysia 
Emergency NAC plane landing after bird-hit  ,emergency,emergency nac plane landing after bird-hit  
"Nepal grants emergency use approval to Pfizer-BioNTech’s bivalent vaccine Due to the delay in giving permission, supply of the vaccine by Covax could not start on time.  — by @arjunpoudeltkp",emergency,"nepal grants emergency use approval to pfizer-biontech’s bivalent vaccine due to the delay in giving permission, supply of the vaccine by covax could not start on time.  — by @arjunpoudeltkp"
"India’s drug regulator on Friday approved a coronavirus vaccine developed by AstraZeneca and Oxford University for emergency use, two sources with knowledge of the matter told Reuters. ",emergency,"india’s drug regulator on friday approved a coronavirus vaccine developed by astrazeneca and oxford university for emergency use, two sources with knowledge of the matter told reuters. "
"China offers to gift 1 million doses of Sinovac Covid-19 vaccine to Nepal The vaccine, developed by the Sinovac Life Sciences Co Ltd, has already been granted emergency use authorisation.  — by @arjunpoudeltkp",emergency,"china offers to gift 1 million doses of sinovac covid-19 vaccine to nepal the vaccine, developed by the sinovac life sciences co ltd, has already been granted emergency use authorisation.  — by @arjunpoudeltkp"
NAC Airbus makes emergency landing at TIA after strange odour inside cockpit  ,emergency,nac airbus makes emergency landing at tia after strange odour inside cockpit  
"Electricity Authority needs to explore decentralised solutions to ensure emergency power supply, by Bibek Raj Kandel ",emergency,"electricity authority needs to explore decentralised solutions to ensure emergency power supply, by bibek raj kandel "
"The World Health Organisation is still assessing the Russia-designed Sputnik V Covid-19 vaccine for emergency use, according to an update on the WHO's website. ",emergency,"the world health organisation is still assessing the russia-designed sputnik v covid-19 vaccine for emergency use, according to an update on the who's website. "
#Correction Govt declares energy emergency with target to end power crisis within 2 years  ,emergency,#correction govt declares energy emergency with target to end power crisis within 2 years  
Bad weather hampers search for missing Tara Air plane The Civil Aviation Authority of Nepal said it has traced the potential location of the aircraft in Khaibang based on an emergency locator transmitter. ,emergency,bad weather hampers search for missing tara air plane the civil aviation authority of nepal said it has traced the potential location of the aircraft in khaibang based on an emergency locator transmitter. 
Nepal’s drug regulator on Friday granted emergency use approval to a Covid-19 vaccine developed by the University of Oxford and pharmaceutical giant AstraZeneca and manufactured in India.  — by @arjunpoudeltkp,emergency,nepal’s drug regulator on friday granted emergency use approval to a covid-19 vaccine developed by the university of oxford and pharmaceutical giant astrazeneca and manufactured in india.  — by @arjunpoudeltkp
"As the village is not connected by road, people have no option but to use helicopter to fly patients to Kathmandu or the District Hospital in case of an emergency ",emergency,"as the village is not connected by road, people have no option but to use helicopter to fly patients to kathmandu or the district hospital in case of an emergency "
Nepal Medical Association has announced to shut down all the medical services except emergency care on Sunday over the provisions of the newly enforced Criminal Code aimed at curbing medical negligence and recklessness by doctors ,emergency,nepal medical association has announced to shut down all the medical services except emergency care on sunday over the provisions of the newly enforced criminal code aimed at curbing medical negligence and recklessness by doctors 
"A public health emergency will allow the government to make use of all healthcare infrastructure, both public and private, and redistribute funds to fight Covid-19  — by @arjunpoudeltkp",emergency,"a public health emergency will allow the government to make use of all healthcare infrastructure, both public and private, and redistribute funds to fight covid-19  — by @arjunpoudeltkp"
Yadav appeals to allow movement of emergency vehicles  ,emergency,yadav appeals to allow movement of emergency vehicles  
"US to end Covid-19 emergency declarations on May 11 Covid-19 cases are declining in the United States, though more than 500 people continue to die each day from the disease, government data showed. ",emergency,"us to end covid-19 emergency declarations on may 11 covid-19 cases are declining in the united states, though more than 500 people continue to die each day from the disease, government data showed. "
NMA to shutdown medical services except emergency on Thursday #KathmanduPost ,emergency,nma to shutdown medical services except emergency on thursday #kathmandupost 
Bharat Biotceh’s COVAXIN gets emergency use approval in Nepal  — by @arjunpoudeltkp,emergency,bharat biotceh’s covaxin gets emergency use approval in nepal  — by @arjunpoudeltkp
Goma Air’s aircraft makes emergency landing after bird-hit on Wednesday morning  ,emergency,goma air’s aircraft makes emergency landing after bird-hit on wednesday morning  
EDITORIAL: The Valley’s water crisis is an ecological emergency. ,emergency,editorial: the valley’s water crisis is an ecological emergency. 
"The World Health Organization said on Tuesday it has approved a Covid-19 vaccine made by Sinovac Biotech for emergency use listing, paving the way for a second Chinese shot to be used in poor countries. ",emergency,"the world health organization said on tuesday it has approved a covid-19 vaccine made by sinovac biotech for emergency use listing, paving the way for a second chinese shot to be used in poor countries. "
